Name,ID,HomePlanet,BloodSample
 Bekele Prakash, 8385864, Censa III,  +--------+  |oopc ooc|  |oc i ici|  |p c   ic|  |p p co p|  |coc  i o|  |o cp pp |  +--------+
 Nusrat Chand, 4999597, Canax,  +--------+  |oo ppc p|  |o cioco |  |cioo ppc|  | i   io |  |i iccoic|  |   cp c |  +--------+
 Xiaojun Chen, 2524651, Orius III,  +--------+  |icciiocc|  | ic ip p|  |  c pi  |  |cipic pp|  |pppipocp|  |  occcip|  +--------+
 Samir Karmakar, 8606391, Cetices,  +--------+  |o ioiiop|  | poioiip|  |iopcopp |  | o  opco|  |icpccipi|  |ipc    o|  +--------+
 Lilian Hu, 5338345, Caprida,  +--------+  |ipcooci |  | o poc i|  | pc  p c|  | cp i i |  |ocp i  i|  |iocop co|  +--------+
 Zhijian Contreras, 8587125, Cenus VII,  +--------+  |p p oco |  |   ip c |  |copi ipc|  |p cpoi i|  |i i op  |  | iioi p |  +--------+
 Gregory Ling, 8826343, Alpha Pega,  +--------+  |p p iic |  |  opc o |  |  ii p  |  |ci oc cp|  |popc  o |  | pcpi co|  +--------+
 Leila Qi, 8403711, Gamma Forpis,  +--------+  |ii   poi|  |oc ii p |  |ic  i pp|  |ocpo p i|  |oi ii oo|  |cipi ipp|  +--------+
 Aya Jahan, 9252675, Alpha Taurux,  +--------+  |   ic   |  |ocp    o|  | oiiiccp|  |ic opicp|  | oo cop |  | ioop  i|  +--------+
 Anna Hailu, 2834934, Marius IV,  +--------+  | poppc  |  |p o  ic |  |pc p   i|  |cpoipi c|  |ci  oic |  |  co   c|  +--------+
 Qing Fuentes, 9182058, Minicor Major,  +--------+  |opo ic o|  |ccc  ccp|  |oooo pc |  |o   ii i|  |  o   o |  |i ppoo c|  +--------+
 Stephanie Khatoon, 1260798, Censa III,  +--------+  | op copo|  |ic pi p |  |c ii  ic|  |p pi   o|  |oo oc cc|  |ppco ioi|  +--------+
 Jingjing Han, 2310975, Venici,  +--------+  |ii  pcc |  |cp ppppi|  |ioi  p  |  |p ii ooc|  | c   p i|  |cp  ppip|  +--------+
 Bin Teixeira, 8830941, Menicis,  +--------+  | p ci  p|  |pp   ipc|  |o icppo |  |  pi coo|  |  po c  |  |pi   ooc|  +--------+
 Abdullahi Duran, 8633440, Gamma Retici IV,  +--------+  |i  o  ii|  |p  i i  |  |  o c cc|  |pcociici|  |ioi o c |  | ppi po |  +--------+
 Smt Duan, 7704767, Alpha Caprius,  +--------+  |oo oc p |  |pp ii op|  |ppoc   i|  |pco c pp|  |ioi   pi|  |o ccp c |  +--------+
 Nushi Ghosh, 1078465, Alpha Venicer,  +--------+  |o io ip |  |i po io |  |p   cic |  |ocpcpc p|  |c piic c|  |c   pi c|  +--------+
 Kiran Du, 2806596, Alpha Scus,  +--------+  |  p   pp|  |ipo cipi|  |o  p io |  |p opioic|  |cci  c o|  |pipipici|  +--------+
 Sadia Salam, 2243590, Venta II,  +--------+  |oiiocc c|  |o pi o i|  |copio   |  |cci  c  |  |i  oocc |  |  p  i o|  +--------+
 Ming Martins, 4114490, Beta Seres,  +--------+  | ii ooip|  |cc  ippi|  |pocc c p|  |o i opi |  |ioioo op|  |   c   c|  +--------+
 Lidia Dias, 4584414, Orius III,  +--------+  | oi  cco|  |c ippi  |  |c  pc   |  | p o   c|  |  o  o  |  | pipc  o|  +--------+
 Zhiwei Young, 3033305, Nepturn,  +--------+  |i poopc |  |iop   ic|  |oo pc  o|  |oii i  p|  |o piopoo|  | p pppoc|  +--------+
 Angel Pan, 4979650, Aquarta Minor,  +--------+  |ppco c c|  |pco cppc|  |  cp  i |  |iciocop |  |ic ppp  |  |o   pc  |  +--------+
 Francisca Khaled, 9530830, Octanix,  +--------+  |c   o c |  |p  ocp c|  | icp ipi|  |oco cipi|  |p ii oo |  |  cpoipo|  +--------+
 Xiaomin Ochoa, 1055837, Retici Minor,  +--------+  |iiiio ci|  |pip p  i|  |ioppop p|  |o iio   |  | opicccp|  |  cicpio|  +--------+
 Shan Kumari, 3867120, Octang,  +--------+  |iocii c |  |   c   i|  |oc ocico|  | p i opi|  |pcccc o |  |pcpio ip|  +--------+
 Nasir Palacios, 6871819, Alpha Monoces,  +--------+  |  pco   |  |o o ppc |  |pi  occc|  | cciicio|  |cop ccpo|  | icic p |  +--------+
 Betty Luo, 4083971, Gamma Lephius VII,  +--------+  |c iopp o|  |i ccoioi|  |c  ioiic|  |   ii  p|  |c  iopp |  |   ic   |  +--------+
 Sumitra Harris, 8202242, Retus III,  +--------+  |ccp ppco|  |  oc  po|  |cicpiiio|  |pcpo  i |  | c cp p |  | oo  coi|  +--------+
 Samina Green, 3564427, Gamma Dracor,  +--------+  |iic  p i|  |i pociii|  |  i  ip |  |  p i po|  | ccc cii|  |pcoc oci|  +--------+
 Nora Long, 6789181, Alpha Scornax,  +--------+  |o p  opc|  |p pi   c|  | oi p   |  |co po   |  |io ii  i|  |  i  cpp|  +--------+
 Evelyn Tadesse, 4394806, Alpha Chama,  +--------+  |i opio i|  |  ocop c|  |o poppo |  |  i ipp |  |oo  piic|  |icoiio  |  +--------+
 Chen Majhi, 4918275, Beta Marda,  +--------+  |oioooi o|  |cic p op|  |copo  c |  |  pp ipi|  |pcioo   |  |ocpp   c|  +--------+
 Cecilia Chi, 7699028, Beta Virion,  +--------+  | o pco o|  | p p   i|  |c  oiio |  |o c p   |  |oiooccoi|  |oc pc oi|  +--------+
 Isabelle Cardenas, 4210966, Cama,  +--------+  |o iccc o|  | poiiioc|  |cc oo oi|  |o ocp co|  |pcoco o |  |ippcpo p|  +--------+
 Ping Pedro, 8761482, Pupiter,  +--------+  |i c ipoo|  |cc po pp|  |o ic i c|  |cicoo oc|  |pipcpc i|  | oipcppc|  +--------+
 Rabia Zhao, 7587219, Veleon,  +--------+  | pi   ii|  |ip  oi  |  | p ii cc|  |cc    cc|  |ipoicpop|  |pp oocpo|  +--------+
 Tim Sekha, 5010550, Satersa,  +--------+  |pcipio i|  |o ooiiic|  |opocc co|  |pcipooii|  |po c  oo|  | cpo ppi|  +--------+
 Laura Wong, 5387306, Sirgol VI,  +--------+  | ip pop |  |oic opip|  |op o p  |  |i cp c c|  |o i  o p|  |op  cp  |  +--------+
 Robin Lang, 9306094, Oricer,  +--------+  | o coici|  | poiip  |  |piio  ip|  | i   oi |  | ocpc  i|  |pipo  o |  +--------+
 Mona Guan, 3258284, Scurius,  +--------+  | pi ioc |  | p p ip |  |iop ii o|  |opi  iop|  | oocopop|  | ic pcop|  +--------+
 Paulo Xin, 1114047, Vulutor,  +--------+  | i o coo|  |pp ioiic|  |ip p  c |  |i oo p  |  |p oo   i|  | iop    |  +--------+
 Maksim San, 4497204, Androma,  +--------+  |cci pi p|  |p   icco|  |oioo io |  |i op cp |  |cc pi pi|  |c oi o  |  +--------+
 Ashok Jha, 7700094, Corenix,  +--------+  |o pc cc |  |o oiicio|  |ioi  poo|  | pc c ci|  | pcpiic |  |     oip|  +--------+
 Elaine Kouadio, 2318186, Leonor,  +--------+  |i iiiio |  |c pciii |  |iio ii  |  | p ipcco|  |  o cip |  |ci copoo|  +--------+
 Walter Rosa, 5853028, Alpha Taurn,  +--------+  |oi po   |  |i oi  oo|  |ocoo  ci|  |iccpcpp |  |oio   c |  | iiioo c|  +--------+
 Giuseppe Zhuo, 5978976, Gamma Phoenta V,  +--------+  | occo  o|  |co opc p|  |c  ii ip|  |p  pcp i|  | io cc i|  |o pcpo i|  +--------+
 Aliyu Leal, 6962242, Dornus,  +--------+  |oopipc  |  |c ic c  |  |co o  o |  |pipccc p|  |pp ccop |  |c oic  i|  +--------+
 Monica Ngoy, 3408688, Cetung,  +--------+  |ocppp i |  | pii co |  | cocc   |  | cooc  i|  |o ip cii|  |c   ppci|  +--------+
 Lidia Hossain, 4010404, Gamma Canus VI,  +--------+  | p opp p|  |p ioi   |  |ciiiocp |  |i   oocp|  |c   ccpi|  | cp popo|  +--------+
 Ayesha He, 2690520, Beta Piscer,  +--------+  |oo  p po|  |ioci coi|  |iocc opi|  |p cpo  i|  | o p i p|  |o  iocpp|  +--------+
 Ramon Zhou, 1476211, Hydrana,  +--------+  |ci cc  i|  |ii piicp|  |p c ip  |  |pcopciic|  |icic ioc|  |i   iiii|  +--------+
 Mary Girma, 8818904, Orius,  +--------+  |icc p  i|  |iic i pc|  | c  i oi|  |ipoc ppi|  |o  cp  i|  |o occc  |  +--------+
 Irene Ndiaye, 8006988, Earius VI,  +--------+  |io coci |  |ccicoi p|  |pppoi oo|  |o   oo o|  |   c c  |  |opi oioo|  +--------+
 Satish Lan, 5602319, Vulumba,  +--------+  |i  c ioc|  |pccoccii|  |  p cip |  | c  p  o|  | cc  i  |  |i   ccii|  +--------+
 Madina Maseeh, 8326133, Vens VI,  +--------+  |ccii co |  |o io ioi|  | ccoip p|  |  oppi  |  |p cop cp|  |cpcc ico|  +--------+
 Mahmoud Hosseini, 1016312, Gamma Anta,  +--------+  |ococp   |  |po  oicp|  |ppp p  i|  |cc ioi  |  |icp piip|  |oi i  o |  +--------+
 Marc Mo, 3446924, Beta Beres VI,  +--------+  |c cp  p |  |piopiiio|  |  poc ip|  | c  ioc |  |ii  i o |  | ci p c |  +--------+
 Ali Feng, 3612120, Alpha Majores,  +--------+  |i p poip|  |pcipi pp|  |  o o o |  |copcoi i|  |iccc poo|  |pcipii c|  +--------+
 Juan Das, 8899726, Gamma Jupis Minor,  +--------+  |ppcii p |  | c ccoc |  |io i  o |  |cicii i |  |ii occ o|  |ici pppo|  +--------+
 Eunice Abdou, 5345304, Charina,  +--------+  |  iocic |  | occcp i|  |c    pcp|  |ipciipcp|  |o p cooc|  | i  oc  |  +--------+
 Rose Chandra, 8192276, Gamma Phoens,  +--------+  |cc  pipp|  |ci o   c|  | o  op  |  |i opo pp|  |oc  c oo|  |cppcoppo|  +--------+
 Olivier Dominguez, 8850036, Jisus,  +--------+  |p cpooop|  |c  c  c |  |pci i oi|  |  i  o p|  |cp pci  |  |picippoc|  +--------+
 Ei Silva, 2275729, Octaury,  +--------+  |poci coc|  | iipp pi|  | ici opc|  |cip  pp |  |  c   o |  |i occoic|  +--------+
 Zhiping Costa, 2728125, Venta VII,  +--------+  | io  p  |  |poicpci |  |  po  oi|  | pi  oii|  |pi ocpco|  |ppp c   |  +--------+
 Angelina Sing, 2553143, Aurnus,  +--------+  |  cpciio|  |pcp p pc|  |ppiopcpp|  |o ociio |  | pp  o p|  | p  c io|  +--------+
 John Reyes, 2241729, Gamma Origa,  +--------+  |ooi ocpp|  |i ciciip|  |  ipi  p|  |  cpo oc|  | iocp ii|  |co oo ip|  +--------+
 Lila Michael, 7806264, Gamma Aurius,  +--------+  | iico pc|  |ioii ip |  |oi  pc  |  |ipopoi i|  |ooooi p |  |oip op c|  +--------+
 Hung Zhong, 9819834, Gamma Sculum II,  +--------+  |  i  c c|  |iooccppc|  |o p c pi|  |pc  oio |  |p  p cp |  |  i  ooo|  +--------+
 Lingling Cardenas, 4224415, Oris,  +--------+  |     ipc|  |i   po  |  |o ci i  |  | pcpio c|  |ocioc io|  |ccpcppii|  +--------+
 Miguel Phyo, 6089623, Gamma Cane,  +--------+  |i  pi  c|  |iioioop |  |iiiocp o|  |oco icio|  | i piio |  |  o pp c|  +--------+
 Anne Qian, 1138736, Corpius Minor,  +--------+  |c c c  o|  |occc  co|  |o o ccc |  |p ccpcpo|  |p o oooi|  |ipi  opo|  +--------+
 Xiaowei Coulibaly, 2462583, Beta Aquules,  +--------+  |ic i  op|  |oppop p |  |p pcco p|  |io  pooo|  |o  cccpp|  |c oc   o|  +--------+
 Karen Campos, 8491451, Hydros,  +--------+  |iopcc oc|  |ioiipiop|  |ccii  pc|  |ooc popp|  |oo  pipi|  |iio oo  |  +--------+
 Di James, 8717801, Sirgo VII,  +--------+  |  pppo  |  |o ic i c|  | cio  ii|  | oo o oi|  |iic io i|  | i o  pi|  +--------+
 Kyaw Chen, 4603121, Bores,  +--------+  |o oo ppi|  |  p   cp|  |ocpoo p |  |pc  cp p|  |  poop c|  |    poii|  +--------+
 Weimin Gu, 2158489, Carici,  +--------+  | o o  op|  |i    o p|  | ppoi  i|  |c ipiii |  |p c  ccc|  | ccci p |  +--------+
 Xiaodong Murmu, 4828848, Beta Geminor Minor,  +--------+  |p     pp|  |i c   cc|  |o  ci po|  |c  ipcoo|  |pco  ppp|  |poccpcco|  +--------+
 Seyyed Noor, 4085110, Forpeia VII,  +--------+  |i p  poi|  |cooc o i|  |ip o i o|  |i ocpi  |  | ocopppo|  |ppopooop|  +--------+
 Trang Alemayehu, 2788665, Retune,  +--------+  |p i cc c|  |ocpp  i |  |cc  ccp |  |pcpppi  |  |i p io  |  |cp p oii|  +--------+
 Christina Traore, 6076593, Alpha Sersa,  +--------+  |i p   pc|  | ioippc |  | p  i   |  | ioooopp|  |     cci|  |p ci iop|  +--------+
 Yvan Ivanova, 1792508, Gamma Eridang,  +--------+  |ic    i |  | opc  oi|  |  copoip|  |pp o  op|  |p oopicp|  |  op   i|  +--------+
 Esther Brown, 9015436, Sedales II,  +--------+  | ococpco|  | oo po  |  |cp  pp i|  |cc pp  i|  |ppi  cpc|  |p o p p |  +--------+
 Florence Girma, 4544623, Alpha Taurina,  +--------+  |  pc cp |  |c  o oci|  | icco oi|  |po oii i|  | i i ccc|  | coo i c|  +--------+
 Diane Phyo, 5913557, Tria,  +--------+  | piiccpp|  |i ooc  o|  |   c  ip|  |pciciiic|  | p cc cp|  |p pcccic|  +--------+
 Brenda Chavez, 5457777, Orculeo,  +--------+  |piipc po|  |ic pci i|  |cooo    |  |oioipoi |  |ooipoi o|  |  oc ooc|  +--------+
 Olga Bakhash, 8627032, Octane VI,  +--------+  | cc oopp|  |  ii  i |  |  p   po|  |   po cc|  |ocp c   |  |cpi   ii|  +--------+
 Mohan Edwards, 4666902, Alpha Lyralia,  +--------+  |o  oocii|  |p picpi |  |pcc p pc|  | cp ccpi|  |o oo cii|  |ooioiopc|  +--------+
 Esther Tran, 8632756, Veni,  +--------+  | ioco p |  | p c ppo|  |c o  cip|  |i  c cip|  |   oo oc|  |  i co  |  +--------+
 Gloria Rai, 5399713, Alpha Doraco Minor,  +--------+  |ip i i i|  |oipopp  |  |    o po|  |oopcococ|  |  ii iii|  | ii o p |  +--------+
 Ha Sanchez, 9944160, Gamma Charsa II,  +--------+  |iii oiic|  |pi   ci |  |ii ppc  |  |i  ipco |  | poip  o|  |iop p ii|  +--------+
 Martin Dong, 1895555, Cansa Minor,  +--------+  |cipioo p|  |pippii i|  |iipp   p|  |c ip ccp|  |ii i o c|  | i c cio|  +--------+
 Li Jan, 5838738, Nepheus,  +--------+  |o copipi|  | p o oi |  |cicooi  |  |o  pi cp|  |iic cooi|  |   p    |  +--------+
 Gabriel Dou, 7457659, Tuchus III,  +--------+  |oo o oio|  | c ipc  |  |  p oo i|  |ioi picp|  |ipocpc p|  |  i popp|  +--------+
 Nadia Bravo, 1745841, Cracor,  +--------+  |ppc c  i|  |p c  c c|  |opp  p  |  | oic cp |  |o ici pi|  |pc c cip|  +--------+
 Krishna Pu, 2899319, Crus IV,  +--------+  |poiiio c|  |ipp p op|  | c   o i|  |p ci  pc|  |pi oc o |  | i i  pc|  +--------+
 Yun Kale, 9509486, Gamma Plumba,  +--------+  | ppooip |  |pc cpipp|  |c oi pi |  |ccc po o|  |ooccpipo|  |c  iiicp|  +--------+
 Guadalupe Le, 2895540, Uranis,  +--------+  |o p pp o|  |c i  po |  | iopcpip|  |   i   i|  |  oppp  |  |c     o |  +--------+
 Cynthia Tu, 6864092, Beta Canus,  +--------+  |o oi  op|  |   ccccc|  |o  ooccc|  |o  oioo |  | iop c  |  |iop  i p|  +--------+
 Raja Mukherjee, 2917974, Cetices,  +--------+  |po poii |  |cc  oo  |  |occpo ii|  |occ c  o|  | iipcici|  | oo cio |  +--------+
 Sangeeta Vieira, 4413577, Gamma Anta,  +--------+  |pioioc i|  | o  o  c|  |c ic  ic|  |co  c co|  |i coi  i|  |ippccp  |  +--------+
 Denis Ortiz, 6266230, Herth,  +--------+  |p i  io |  |cic p   |  |oioi cip|  | iicpp i|  | icipc o|  |ccip p i|  +--------+
 Yvan Amadou, 3674838, Leptune,  +--------+  |cpcip  i|  | pppocc |  |o  co p |  |  pocp i|  |i pi pci|  |   ppo i|  +--------+
 Omar Manuel, 8434734, Beta Erinus,  +--------+  |i iciiii|  |p o  p c|  |cioici c|  | ococ c |  |iioic oo|  |c c  o  |  +--------+
 Kiran Balde, 2835475, Retus,  +--------+  |  oco cc|  |co  oi p|  |opii   i|  | o oo cc|  | i o  ii|  |p ioi ip|  +--------+
 Jan Manna, 6997283, Vens VII,  +--------+  |oi op c |  |piciicpp|  |iioo oi |  |i c  oci|  | cccocc |  | p ccoic|  +--------+
 Mira Ling, 8668978, Equulum Minor,  +--------+  |  ici oc|  |io  c o |  |occi pc |  | pcipi c|  |c i  coi|  |icpoipii|  +--------+
 Rebecca Sahu, 1868084, Cama II,  +--------+  |i    cio|  | ci  io |  | c pi cp|  |ciicppoo|  |pp  pipp|  |  o  cpc|  +--------+
 Elisabeth Camacho, 3455895, Uralia,  +--------+  |io o occ|  |cio c   |  | oi ccop|  |oo  pcp |  | iopop  |  |oi cp   |  +--------+
 Saeed Yar, 2459666, Librans,  +--------+  |icc c oc|  |icioi c |  | p ippp |  | pcicc c|  |opcic ic|  |coi cooo|  +--------+
 Ernesto Jean, 1174044, Vena IV,  +--------+  |ci  iioo|  |p  c  i |  | i ic c |  |ci   ipo|  |ip o  i |  | piipi i|  +--------+
 Son Sylla, 1321286, Gamma Taurux,  +--------+  |i p     |  |op icp o|  |oicicii |  |ccoi pii|  | ppo   p|  |  c ccoo|  +--------+
 Dorothy Salman, 5224993, Aquars,  +--------+  |io    ip|  |ccpp  i |  |i i ciio|  | c op oo|  | ipiioic|  |p p pop |  +--------+
 Madina Jiao, 4641633, Nepto,  +--------+  | pic  po|  |o  o o o|  |ip  ppi |  |c op  ci|  |pc c pp |  |c   ci c|  +--------+
 Miriam Weber, 4030810, Beta Chariga Major,  +--------+  | pp opc |  | cocoo i|  |ciooo ii|  |  p o p |  |pioocppp|  |i c opip|  +--------+
 Sabina Gogoi, 6882529, Ceptung,  +--------+  |p po p  |  |o   o  o|  | ic p pi|  |ii pop  |  |ipoiii c|  | ipciico|  +--------+
 Weihua Franco, 3096296, Gamma Hydron,  +--------+  |cpoccico|  |i ioip  |  | oop cop|  |cp     c|  |picp   o|  |ic   cio|  +--------+
 Savita Ye, 8057307, Drang III,  +--------+  |cocoocco|  |i  i op |  |c pp o o|  |c cciio |  |p i ci c|  |co  icii|  +--------+
 Carlos You, 7900988, Camedna VI,  +--------+  |ioo ip p|  | pi  ci |  |  oipc  |  |  cp   c|  | ci piop|  |io oooo |  +--------+
 Eva Traore, 8549148, Alpha Canus,  +--------+  |oo oi  p|  |   iiiop|  |ooppppp |  |p cpic i|  |coopcpoc|  | ic ipc |  +--------+
 Mostafa Jones, 5370430, Gamma Phoenta V,  +--------+  |oc   c  |  |i ipocii|  |oocp pco|  | o c poc|  |co  i oi|  |    pp o|  +--------+
 Luis Asif, 3090764, Antanus,  +--------+  |ii p co |  |o ii i o|  | o  pi c|  |  pocico|  |cc iipi |  |icoc  oi|  +--------+
 Xiang Ilunga, 7930321, Octanus,  +--------+  | popci o|  |o opiocp|  | o oooic|  |pio pcoc|  | occ  o |  |pii    o|  +--------+
 Julius Conde, 2376095, Gamma Cani VII,  +--------+  |oi  cpio|  |     p o|  |i  opoo |  | cpppp i|  |c iipc c|  |coc  ioo|  +--------+
 Lina Paul, 3365069, Gamma Carion,  +--------+  |   ppc o|  |c opoio |  |iiipi co|  |coiipi  |  |op ci op|  |ppoiip p|  +--------+
 Yanhua Shankar, 4765641, Alpha Lyransa,  +--------+  |pc ioppp|  |p   c oo|  | op c ic|  |p op ccc|  |i coc i |  | pi ii p|  +--------+
 Uma Inoue, 5427267, Alpha Casus,  +--------+  |oi  pcco|  |p   oio |  |  p  ipo|  |pppp   o|  |p      o|  | o oco o|  +--------+
 Karen Sekh, 4580446, Eriga,  +--------+  |opoiiioo|  |pcip   p|  | ppcpio |  |poopioo |  |ipocpopi|  |opopo c |  +--------+
 Ellen Coelho, 1944843, Alpha Drado,  +--------+  |poo pcop|  | ocic io|  |oici  ii|  |ii    ci|  | ic pooi|  |iicp p  |  +--------+
 Ivan Phillips, 2351324, Drang III,  +--------+  |o  ipooi|  | p p ipo|  |p  c oic|  | p  cpic|  |   ipooi|  |oc oco  |  +--------+
 Salvador Paramar, 8451529, Chama,  +--------+  | i ipoii|  | pp op  |  |  c   ic|  |  co   p|  |popo c i|  |oicci ci|  +--------+
 Liping Omer, 6283369, Beta Leon,  +--------+  |i ppopo |  | ic poc |  | pip p o|  |occicp c|  | ooicoip|  |cp    oi|  +--------+
 Regina Chen, 5415993, Beta Heron,  +--------+  |icoiccoc|  |o pci   |  |io i pcc|  |o ic opo|  |op o  pi|  | cc cp  |  +--------+
 Tania Siddique, 1297340, Reticis V,  +--------+  |   o pi |  | o ioic |  |pccpcoic|  |  pc    |  |p ipc  c|  | i  i cp|  +--------+
 Kevin Hoque, 9980254, Minoces VII,  +--------+  |ci cpiip|  |   cci i|  |oc co cc|  |oci icp |  | o coo p|  |   cp oi|  +--------+
 Mehmet Sultana, 9887592, Beta Beres VI,  +--------+  |o op iic|  |   ic ci|  |p   copo|  |p  cp pc|  | ci cp i|  |ip  oiop|  +--------+
 Fernando Duong, 7524357, Cetices,  +--------+  |oo  popp|  |  o coco|  | o   cco|  |ii i  po|  |  op    |  |op p   i|  +--------+
 Alan Arias, 8547733, Cepus II,  +--------+  |    p ic|  |  c o   |  | iooc co|  |po p pic|  |o cc oic|  |coopcccp|  +--------+
 Wilson Lam, 7837762, Cana VII,  +--------+  |  p cp  |  | pp p io|  |  i  i o|  |iooo occ|  |   p io |  |p cc    |  +--------+
 Joan Ponce, 4977720, Cerenis V,  +--------+  |c ippic |  | ii pp  |  |cc  pio |  |pp  c p |  | p      |  |   p c c|  +--------+
 Ravi Muhammed, 6855022, Cerens,  +--------+  |oop  i c|  |o  c oi |  | ccp   i|  |picocoi |  |oo c c i|  |p o ipp |  +--------+
 Ronald Kanwar, 3035221, Carius III,  +--------+  |c o cipc|  | ppiio  |  |o  ooicp|  |cppp   o|  |cii o   |  |ipc ip o|  +--------+
 Barbara Rojas, 8077628, Alpha Cetico II,  +--------+  | i iioc |  |po i  c |  |i   o i |  |p  icoc |  |c poii  |  |iocp ic |  +--------+
 Evgeniy Reyes, 2018024, Scurion,  +--------+  | occi ci|  |o o   po|  |        |  |cippco p|  | p  ci i|  | oc op c|  +--------+
 Maryam Velasquez, 6099127, Beta Venax VII,  +--------+  |opop  oo|  |c pcc p |  |  cocpic|  |iio poi |  |  ip  cp|  |c ci   c|  +--------+
 Eman Lewis, 6692275, Scurius,  +--------+  |ccc   co|  |copp  c |  |p ppcpp |  | pc  io |  | ipoo o |  |p p   oc|  +--------+
 Igor Pandey, 2850403, Nepheus II,  +--------+  | o   poo|  |ipi   op|  | c i p  |  |p ppi c |  |p pio i |  |cp    oi|  +--------+
 Larry Nasser, 1633777, Gamma Crus,  +--------+  | piopi o|  |icccppoc|  |ipi  cc |  |coi i  o|  |cioccoci|  | pi iio |  +--------+
 Maya Martin, 1704246, Canicer Major,  +--------+  | oc  ipp|  |i o  p o|  |pc    po|  |popcp ip|  |icppip  |  |  ipi  c|  +--------+
 Zhenhua Banerjee, 6474247, Scurion,  +--------+  | o  oop |  |iiciio i|  | c  cci |  |c     c |  |cc  co p|  |c   cpp |  +--------+
 Xian Qu, 2949223, Tria,  +--------+  |iiop oc |  |c  p  ic|  |ocppccoi|  |ccp cci |  |c  ipoi |  |p ppop c|  +--------+
 Hossein Than, 5196840, Berenus,  +--------+  |cocoicpo|  | o  icio|  |c  coi i|  |i pc oip|  |p p  cip|  |o cc cc |  +--------+
 Hieu Eze, 8404408, Beta Aris Minor,  +--------+  |  p ccoc|  | oo   oi|  |oiipcipp|  |i  p i  |  |o iooo  |  |iiic    |  +--------+
 Ilya Moreira, 3862665, Aquules,  +--------+  |ii o cop|  |o ooc cc|  |cicc i o|  |c ociic |  |c iiiipi|  |ipip o p|  +--------+
 Pauline Jiang, 6477169, Beta Herseus,  +--------+  |cpc  cci|  |ppcpc  o|  |c io i  |  |cpocpiio|  |cc   i p|  | co   oc|  +--------+
 Luz Alonso, 8104834, Censa,  +--------+  | c   opi|  | ocooioc|  |oc cci i|  |i op o i|  |cooopp i|  |ii   oop|  +--------+
 Min Ho, 6742729, Dorna,  +--------+  | o   o c|  |p op p p|  |oc p   c|  | iiicc i|  |p      p|  |cc p pio|  +--------+
 Marilyn Carrillo, 8878341, Scores,  +--------+  |op ooppp|  | cp oo  |  |pioop c |  |piiipo p|  |pc pcip |  |  ccppio|  +--------+
 Habiba Lan, 6899499, Cenatus,  +--------+  | pc o   |  |p i i op|  |ip c opo|  |cpc  poi|  | po  pii|  |ccioi  o|  +--------+
 Bashir Richard, 3256768, Andros Major,  +--------+  |c oio o |  |    oicp|  | op i  c|  |  o ciop|  |ipo pcio|  | oiiippp|  +--------+
 Surendra Andrade, 3523083, Pisus II,  +--------+  |ppi  ioo|  |ooo  oii|  |popipc o|  |cco  iio|  |pppc  pc|  |pc   co |  +--------+
 Xiaoping Ghosh, 4616931, Monoces,  +--------+  |cccco p |  |p oi coi|  |oiccoi  |  | pccioi |  |oociop  |  |oppoipcp|  +--------+
 Nushi Xiao, 1952391, Ophius V,  +--------+  |ioiop ip|  | ipicpii|  |cpp piii|  | ociccpc|  |oppc oc |  |ocp op o|  +--------+
 Rana Makavan, 7134833, Returus,  +--------+  |p c ioop|  |ipi  po |  |icicci i|  |opc  cii|  |  c o ii|  |oc ppcip|  +--------+
 Juana Mostafa, 1651580, Ceni,  +--------+  |pccc ic |  |  o cc  |  |pp  oipc|  |c p  occ|  |ooc pppo|  |ici    p|  +--------+
 Josefina Zhuo, 2485984, Trico,  +--------+  |opocp op|  |    ic  |  |  i io  |  | oopipcp|  |o  oi cp|  | cc c p |  +--------+
 Ernesto Than, 3265295, Saticor,  +--------+  |icp cpp |  |i  ooic |  |o o   ci|  |p coocc |  |o    cii|  |i  oc pi|  +--------+
 Zhiyong Sresth, 3174831, Mona III,  +--------+  | popi oc|  | io op c|  |ip ppo o|  |p coii p|  |  iopoip|  |ipi c op|  +--------+
 Emma Paek, 8238332, Lyrales,  +--------+  |ic   ccp|  |  p i cc|  |cp ic cc|  |cp  ic p|  |cc pp pi|  |opi  cop|  +--------+
 Elizabeth Sidibe, 2842261, Alpha Cornus VII,  +--------+  |ooci  o |  |c c ci  |  |p oc cop|  | oop   c|  |cip ip p|  |  coi  c|  +--------+
